% Model,hl2.mph
% Version,COMSOL 6.1.0.357
"% Date,""Nov 26 2023, 19:08"""
% Table,Accumulated Probe Table 10 - 
"% m,freq (Hz),""Total acoustic pressure (Pa), Pressure 1"",""Total acoustic velocity, z-component (m^3/s), Velocity 1"",""10*log10(acpr.p_t/acpr.v_tz), Impedance Probe 5"""
0,10,5000,-6.178833105911531E-13-0.0016215045738840412i,16.85171707907234+6.82188177086411i
0,20,5000,-1.1528231583370357E-11-0.0035007325348869267i,13.50930955161442+6.8218817835109204i
0,30,5000,-7.766062065985494E-11-0.006053696715658842i,11.130692265279212+6.821881824923229i
0,40,5000,-3.982939003847887E-10-0.010273125075357959i,8.833873102763002+6.821881937587223i
0,50,5000,-2.3168017299571683E-9-0.019798444187427235i,5.984588223332565+6.821882277417932i
0,60,5000,-4.265409215872546E-8-0.07068810169926183i,0.45743566946947173+6.821884389796889i
0,70,5000,-4.402712829380257E-8+0.06144531573787287i,1.0660110576301585-6.8218848810394i
0,80,5000,-8.262636274852967E-9+0.023239862637239584i,5.288563291974997-6.821883313287756i
0,90,5000,-4.285990087627667E-9+0.014838372273203115i,7.2370362325989275-6.821883023647234i
0,100,5000,-2.976647171356057E-9+0.011093600830575902i,8.500173508984464-6.821882934512936i
0,110,5000,-2.3601220871909425E-9+0.008945624795587505i,9.4347920725954-6.821882915007319i
0,120,5000,-2.012238730437338E-9+0.007536755931707331i,10.179054345349813-6.8218829287321965i
0,130,5000,-1.7936363265997008E-9+0.006531665808955642i,10.80065929892701-6.821882961809046i
0,140,5000,-1.6465228132883371E-9+0.005771777864062675i,11.337802777191774-6.8218830081269015i
0,150,5000,-1.5431744089913128E-9+0.005172021571127346i,11.814295584174669-6.821883065012251i
0,160,5000,-1.4690148949097824E-9+0.004682373867752981i,12.24623798633021-6.821883131734031i
0,170,5000,-1.4160548486331901E-9+0.004271211789407573i,12.645387793634645-6.821883209046043i
0,180,5000,-1.3800977071901307E-9+0.0039172472724474045i,13.021088991225488-6.821883299285757i
